instance,gs,nc,ne,ps,xi
C1_4_4.txt,10.0,0.51,0.6,5.0,0.47
C1_10_6.txt,10.0,0.34,0.52,5.0,0.26
R1_4_8.txt,10.0,0.49,0.64,5.0,0.47
C2_10_7.txt,11.0,0.38,0.52,5.0,0.67
C1_4_1.txt,26.0,0.53,0.44,7.0,0.4
R1_6_10.txt,10.0,0.2,0.64,5.0,0.56
RC2_4_2.txt,10.0,0.31,0.6,5.0,0.33
RC2_4_4.txt,10.0,0.44,0.62,5.0,0.44
C2_10_5.txt,11.0,0.31,0.54,5.0,0.64
RC1_4_2.txt,10.0,0.33,0.64,5.0,0.36
C2_2_9.txt,10.0,0.56,0.24,5.0,0.44
RC1_2_7.txt,13.0,0.56,0.27,6.0,0.44
C1_2_3.txt,10.0,0.38,0.4,15.0,0.53
RC2_4_5.txt,10.0,0.64,0.36,5.0,0.47
C1_6_5.txt,12.0,0.5,0.49,5.0,0.31
RC1_4_7.txt,10.0,0.31,0.62,5.0,0.4
R1_10_2.txt,10.0,0.36,0.69,5.0,0.71
RC2_6_4.txt,10.0,0.38,0.58,5.0,0.51
C2_10_1.txt,11.0,0.36,0.5,5.0,0.64
C1_8_4.txt,10.0,0.34,0.4,5.0,0.32
R1_8_6.txt,10.0,0.23,0.58,5.0,0.6
RC1_4_5.txt,10.0,0.56,0.56,5.0,0.42
C2_6_1.txt,10.0,0.56,0.4,5.0,0.51
RC2_6_9.txt,10.0,0.39,0.43,5.0,0.67
R2_2_6.txt,10.0,0.56,0.22,5.0,0.42
RC1_6_6.txt,10.0,0.33,0.58,5.0,0.58
RC1_2_9.txt,15.0,0.6,0.32,7.0,0.49
R1_6_1.txt,10.0,0.28,0.58,5.0,0.62
R1_4_7.txt,10.0,0.36,0.64,5.0,0.36
R2_6_4.txt,10.0,0.34,0.67,5.0,0.49
RC1_6_8.txt,10.0,0.67,0.67,5.0,0.64
R1_4_5.txt,10.0,0.38,0.47,5.0,0.33
RC1_10_4.txt,10.0,0.22,0.56,5.0,0.6
R1_10_4.txt,10.0,0.17,0.5,5.0,0.6
C1_2_9.txt,10.0,0.49,0.24,5.0,0.44
C1_2_6.txt,31.0,0.52,0.26,13.0,0.37
R2_4_5.txt,10.0,0.6,0.31,5.0,0.33
R2_10_10.txt,10.0,0.53,0.56,5.0,0.78
RC2_6_6.txt,10.0,0.43,0.49,5.0,0.6
C1_6_2.txt,10.0,0.46,0.51,5.0,0.31
RC2_8_10.txt,10.0,0.62,0.58,5.0,0.71
RC2_2_2.txt,16.0,0.5,0.4,11.0,0.53
C2_8_2.txt,12.0,0.48,0.64,5.0,0.58
C1_6_7.txt,10.0,0.51,0.58,5.0,0.4
RC1_10_9.txt,10.0,0.28,0.69,5.0,0.6
C2_8_5.txt,11.0,0.48,0.6,5.0,0.51
R2_2_3.txt,10.0,0.46,0.44,15.0,0.53
R2_6_10.txt,10.0,0.62,0.51,5.0,0.78
RC2_8_8.txt,10.0,0.37,0.6,5.0,0.76
RC1_4_3.txt,10.0,0.56,0.71,5.0,0.51
C2_6_10.txt,10.0,0.62,0.4,5.0,0.51
R2_8_10.txt,10.0,0.28,0.62,5.0,0.73
RC2_10_1.txt,10.0,0.48,0.49,5.0,0.76
RC1_10_8.txt,10.0,0.3,0.73,5.0,0.49
C2_6_3.txt,10.0,0.58,0.38,5.0,0.51
RC1_6_2.txt,10.0,0.21,0.69,5.0,0.49
R1_8_5.txt,10.0,0.48,0.56,5.0,0.71
C2_6_6.txt,10.0,0.6,0.4,5.0,0.53
R2_8_1.txt,10.0,0.53,0.49,5.0,0.78
RC2_4_3.txt,26.0,0.62,0.44,8.0,0.4
C1_6_6.txt,12.0,0.5,0.51,5.0,0.32
RC1_6_10.txt,10.0,0.24,0.38,5.0,0.62
RC2_6_7.txt,10.0,0.76,0.6,5.0,0.62
R1_2_1.txt,10.0,0.49,0.24,5.0,0.44
C2_2_3.txt,10.0,0.51,0.26,5.0,0.44
C1_4_2.txt,10.0,0.27,0.44,5.0,0.4
C2_10_4.txt,11.0,0.31,0.5,5.0,0.69
RC1_10_1.txt,10.0,0.24,0.71,5.0,0.53
C1_2_10.txt,10.0,0.43,0.38,15.0,0.53
C2_4_6.txt,10.0,0.6,0.31,5.0,0.58
R2_4_1.txt,10.0,0.64,0.33,5.0,0.33
RC1_10_6.txt,10.0,0.3,0.69,5.0,0.64
R2_10_7.txt,10.0,0.17,0.54,5.0,0.67
RC1_2_5.txt,16.0,0.53,0.32,8.0,0.4
C1_8_10.txt,10.0,0.31,0.39,5.0,0.32
R2_2_4.txt,13.0,0.34,0.31,16.0,0.49
C1_10_4.txt,10.0,0.4,0.59,5.0,0.23
R1_2_8.txt,10.0,0.51,0.24,5.0,0.42
R2_8_3.txt,10.0,0.42,0.67,5.0,0.78
R1_6_5.txt,10.0,0.3,0.56,5.0,0.58
C1_10_8.txt,10.0,0.32,0.52,5.0,0.26
C2_6_8.txt,10.0,0.56,0.4,5.0,0.47
R2_4_8.txt,10.0,0.4,0.58,5.0,0.44
R1_8_2.txt,12.0,0.46,0.6,5.0,0.66
C1_8_2.txt,10.0,0.38,0.48,5.0,0.36
