instance,gs,nc,ne,ps,xi
C1_4_4.txt,23.0,0.46,0.23,15.0,0.41
C1_10_6.txt,17.0,0.53,0.55,8.0,0.29
C1_4_1.txt,40.0,0.4,0.24,15.0,0.35
C1_2_3.txt,40.0,0.32,0.24,37.0,0.45
C1_6_5.txt,28.0,0.52,0.4,11.0,0.45
C1_8_4.txt,11.0,0.5,0.37,5.0,0.36
C1_2_9.txt,67.0,0.33,0.41,19.0,0.42
C1_2_6.txt,67.0,0.44,0.29,16.0,0.47
C1_6_2.txt,14.0,0.53,0.33,16.0,0.44
C1_6_7.txt,10.0,0.49,0.28,9.0,0.24
C2_10_7.txt,11.0,0.62,0.34,5.0,0.29
C2_10_5.txt,11.0,0.58,0.34,5.0,0.25
C2_2_9.txt,19.0,0.35,0.2,38.0,0.36
C2_10_1.txt,18.0,0.56,0.35,8.0,0.31
C2_6_1.txt,19.0,0.54,0.31,17.0,0.49
C2_8_2.txt,12.0,0.48,0.31,15.0,0.35
C2_8_5.txt,11.0,0.45,0.26,12.0,0.37
C2_6_10.txt,15.0,0.49,0.3,13.0,0.38
C2_6_3.txt,15.0,0.49,0.3,13.0,0.38
C2_6_6.txt,19.0,0.5,0.29,17.0,0.47
R1_4_8.txt,14.0,0.39,0.22,14.0,0.55
R1_6_10.txt,10.0,0.53,0.55,5.0,0.45
R1_10_2.txt,10.0,0.49,0.6,5.0,0.31
R1_8_6.txt,10.0,0.47,0.56,5.0,0.31
R1_6_1.txt,10.0,0.44,0.45,5.0,0.44
R1_4_7.txt,10.0,0.5,0.28,11.0,0.62
R1_4_5.txt,16.0,0.48,0.26,9.0,0.51
R1_10_4.txt,10.0,0.62,0.6,5.0,0.38
R1_8_5.txt,10.0,0.51,0.58,5.0,0.45
R1_2_1.txt,15.0,0.28,0.23,25.0,0.51
R2_2_6.txt,15.0,0.35,0.24,25.0,0.53
R2_6_4.txt,10.0,0.49,0.49,5.0,0.42
R2_4_5.txt,17.0,0.45,0.22,16.0,0.49
R2_10_10.txt,10.0,0.54,0.49,5.0,0.29
R2_2_3.txt,16.0,0.31,0.21,35.0,0.42
R2_6_10.txt,10.0,0.42,0.44,5.0,0.35
R2_8_10.txt,10.0,0.35,0.58,5.0,0.35
R2_8_1.txt,10.0,0.35,0.58,5.0,0.42
R2_4_1.txt,10.0,0.51,0.29,15.0,0.53
R2_10_7.txt,10.0,0.65,0.58,5.0,0.32
RC1_4_2.txt,10.0,0.46,0.27,15.0,0.55
RC1_2_7.txt,14.0,0.31,0.15,25.0,0.49
RC1_4_7.txt,10.0,0.51,0.27,19.0,0.49
RC1_4_5.txt,11.0,0.56,0.29,10.0,0.6
RC1_6_6.txt,10.0,0.45,0.45,5.0,0.44
RC1_2_9.txt,13.0,0.29,0.18,18.0,0.49
RC1_6_8.txt,10.0,0.49,0.49,5.0,0.44
RC1_10_4.txt,10.0,0.69,0.58,5.0,0.42
RC1_10_9.txt,16.0,0.43,0.56,8.0,0.44
RC1_4_3.txt,10.0,0.49,0.25,17.0,0.53
RC2_4_2.txt,14.0,0.46,0.25,14.0,0.58
RC2_4_4.txt,14.0,0.37,0.19,28.0,0.41
RC2_4_5.txt,10.0,0.49,0.31,15.0,0.55
RC2_6_4.txt,14.0,0.49,0.33,16.0,0.44
RC2_6_9.txt,22.0,0.59,0.38,13.0,0.47
RC2_6_6.txt,12.0,0.45,0.36,11.0,0.49
RC2_8_10.txt,10.0,0.53,0.51,5.0,0.44
RC2_2_2.txt,17.0,0.39,0.21,35.0,0.44
RC2_8_8.txt,15.0,0.4,0.47,9.0,0.45
RC2_10_1.txt,10.0,0.52,0.45,5.0,0.44
