instance,gs,nc,ne,ps,xi
C1_4_4.txt,24.0,0.46,0.23,15.0,0.46
C1_10_6.txt,18.0,0.53,0.56,9.0,0.31
C1_4_1.txt,45.0,0.43,0.26,16.0,0.31
C1_2_3.txt,40.0,0.3,0.27,36.0,0.51
C1_6_5.txt,30.0,0.5,0.4,10.0,0.42
C1_8_4.txt,12.0,0.58,0.32,6.0,0.36
C1_2_9.txt,70.0,0.36,0.37,16.0,0.4
C1_2_6.txt,73.0,0.42,0.31,17.0,0.4
C1_6_2.txt,14.0,0.53,0.33,16.0,0.44
C1_6_7.txt,11.0,0.53,0.28,10.0,0.24
C2_10_7.txt,12.0,0.64,0.26,5.0,0.27
C2_10_5.txt,12.0,0.6,0.32,6.0,0.23
C2_2_9.txt,17.0,0.34,0.22,38.0,0.38
C2_10_1.txt,18.0,0.6,0.3,9.0,0.29
C2_6_1.txt,21.0,0.48,0.31,18.0,0.53
C2_8_2.txt,12.0,0.49,0.27,13.0,0.37
C2_8_5.txt,12.0,0.46,0.29,13.0,0.37
C2_6_10.txt,16.0,0.49,0.33,15.0,0.42
C2_6_3.txt,16.0,0.49,0.33,15.0,0.42
C2_6_6.txt,21.0,0.48,0.31,18.0,0.53
R1_4_8.txt,14.0,0.37,0.23,15.0,0.6
R1_6_10.txt,10.0,0.56,0.6,5.0,0.51
R1_10_2.txt,10.0,0.49,0.62,5.0,0.29
R1_8_6.txt,10.0,0.53,0.58,5.0,0.31
R1_6_1.txt,10.0,0.44,0.44,5.0,0.42
R1_4_7.txt,11.0,0.53,0.31,10.0,0.62
R1_4_5.txt,15.0,0.51,0.29,8.0,0.51
R1_10_4.txt,10.0,0.62,0.62,5.0,0.38
R1_8_5.txt,10.0,0.58,0.56,5.0,0.42
R1_2_1.txt,15.0,0.29,0.24,26.0,0.51
R2_2_6.txt,14.0,0.33,0.16,25.0,0.53
R2_6_4.txt,10.0,0.51,0.51,5.0,0.4
R2_4_5.txt,16.0,0.48,0.23,15.0,0.56
R2_10_10.txt,10.0,0.6,0.47,5.0,0.27
R2_2_3.txt,16.0,0.24,0.21,37.0,0.4
R2_6_10.txt,10.0,0.44,0.4,5.0,0.33
R2_8_10.txt,10.0,0.4,0.58,5.0,0.33
R2_8_1.txt,10.0,0.36,0.6,5.0,0.36
R2_4_1.txt,10.0,0.52,0.31,15.0,0.53
R2_10_7.txt,10.0,0.69,0.58,5.0,0.34
RC1_4_2.txt,10.0,0.51,0.27,15.0,0.53
RC1_2_7.txt,15.0,0.3,0.16,25.0,0.49
RC1_4_7.txt,10.0,0.56,0.24,20.0,0.44
RC1_4_5.txt,11.0,0.53,0.31,10.0,0.67
RC1_6_6.txt,10.0,0.44,0.47,5.0,0.49
RC1_2_9.txt,13.0,0.26,0.19,17.0,0.51
RC1_6_8.txt,10.0,0.53,0.47,5.0,0.4
RC1_10_4.txt,10.0,0.69,0.58,5.0,0.44
RC1_10_9.txt,17.0,0.46,0.6,9.0,0.42
RC1_4_3.txt,10.0,0.49,0.23,18.0,0.51
RC2_4_2.txt,15.0,0.48,0.26,13.0,0.62
RC2_4_4.txt,14.0,0.34,0.21,28.0,0.44
RC2_4_5.txt,10.0,0.44,0.29,15.0,0.53
RC2_6_4.txt,15.0,0.51,0.36,17.0,0.42
RC2_6_9.txt,24.0,0.54,0.38,11.0,0.47
RC2_6_6.txt,12.0,0.42,0.36,11.0,0.42
RC2_8_10.txt,10.0,0.53,0.51,5.0,0.44
RC2_2_2.txt,17.0,0.39,0.21,36.0,0.4
RC2_8_8.txt,16.0,0.44,0.4,10.0,0.42
RC2_10_1.txt,10.0,0.48,0.44,5.0,0.4
