instance,gs,nc,ne,ps,xi
C1_4_4.txt,14.0,0.24,0.22,17.0,0.32
C1_10_6.txt,18.0,0.44,0.52,5.0,0.28
C1_4_1.txt,64.0,0.5,0.32,9.0,0.52
C1_2_3.txt,76.0,0.8,0.24,21.0,0.4
C1_6_5.txt,12.0,0.68,0.3,5.0,0.32
C1_8_4.txt,10.0,0.64,0.52,5.0,0.4
C1_2_9.txt,64.0,0.72,0.24,21.0,0.44
C1_2_6.txt,70.0,0.8,0.36,21.0,0.44
C1_6_2.txt,10.0,0.6,0.3,5.0,0.28
C1_6_7.txt,10.0,0.64,0.26,5.0,0.4
C2_10_7.txt,10.0,0.56,0.44,5.0,0.24
C2_10_5.txt,10.0,0.68,0.4,5.0,0.24
C2_2_9.txt,14.0,0.16,0.22,17.0,0.4
C2_10_1.txt,10.0,0.68,0.4,5.0,0.24
C2_6_1.txt,10.0,0.64,0.18,5.0,0.52
C2_8_2.txt,10.0,0.32,0.32,5.0,0.36
C2_8_5.txt,10.0,0.4,0.32,5.0,0.36
C2_6_10.txt,10.0,0.72,0.16,5.0,0.64
C2_6_3.txt,10.0,0.72,0.16,5.0,0.64
C2_6_6.txt,10.0,0.64,0.16,5.0,0.52
R1_4_8.txt,10.0,0.6,0.4,5.0,0.56
R1_6_10.txt,10.0,0.32,0.68,5.0,0.48
R1_10_2.txt,10.0,0.18,0.64,5.0,0.6
R1_8_6.txt,14.0,0.48,0.52,5.0,0.34
R1_6_1.txt,10.0,0.6,0.64,5.0,0.36
R1_4_7.txt,10.0,0.6,0.52,5.0,0.4
R1_4_5.txt,10.0,0.32,0.42,5.0,0.36
R1_10_4.txt,10.0,0.52,0.52,5.0,0.48
R1_8_5.txt,10.0,0.4,0.52,5.0,0.6
R1_2_1.txt,10.0,0.38,0.34,15.0,0.52
R2_2_6.txt,10.0,0.18,0.38,23.0,0.48
R2_6_4.txt,10.0,0.64,0.52,5.0,0.32
R2_4_5.txt,10.0,0.4,0.44,5.0,0.32
R2_10_10.txt,10.0,0.38,0.44,5.0,0.76
R2_2_3.txt,10.0,0.14,0.2,15.0,0.44
R2_6_10.txt,10.0,0.6,0.32,5.0,0.28
R2_8_10.txt,10.0,0.44,0.56,5.0,0.68
R2_8_1.txt,10.0,0.6,0.52,5.0,0.48
R2_4_1.txt,10.0,0.48,0.38,5.0,0.24
R2_10_7.txt,10.0,0.3,0.68,5.0,0.56
RC1_4_2.txt,10.0,0.52,0.52,5.0,0.32
RC1_2_7.txt,10.0,0.38,0.26,17.0,0.36
RC1_4_7.txt,10.0,0.46,0.2,15.0,0.72
RC1_4_5.txt,16.0,0.44,0.48,5.0,0.44
RC1_6_6.txt,10.0,0.28,0.44,5.0,0.44
RC1_2_9.txt,12.0,0.34,0.26,15.0,0.4
RC1_6_8.txt,10.0,0.48,0.68,5.0,0.48
RC1_10_4.txt,10.0,0.48,0.64,5.0,0.48
RC1_10_9.txt,10.0,0.52,0.6,5.0,0.6
RC1_4_3.txt,10.0,0.72,0.44,5.0,0.48
RC2_4_2.txt,10.0,0.56,0.32,5.0,0.28
RC2_4_4.txt,10.0,0.48,0.2,15.0,0.56
RC2_4_5.txt,14.0,0.36,0.2,13.0,0.56
RC2_6_4.txt,10.0,0.4,0.52,5.0,0.32
RC2_6_9.txt,10.0,0.5,0.6,5.0,0.4
RC2_6_6.txt,10.0,0.64,0.48,5.0,0.44
RC2_8_10.txt,10.0,0.44,0.48,5.0,0.56
RC2_2_2.txt,10.0,0.42,0.16,21.0,0.28
RC2_8_8.txt,10.0,0.56,0.56,5.0,0.52
RC2_10_1.txt,10.0,0.44,0.48,5.0,0.68
