instance,gs,nc,ne,ps,xi
C1_4_4.txt,25.0,0.41,0.24,17.0,0.44
C1_10_6.txt,21.0,0.49,0.51,10.0,0.31
C1_4_1.txt,50.0,0.33,0.27,13.0,0.26
C1_2_3.txt,40.0,0.3,0.29,36.0,0.51
C1_6_5.txt,32.0,0.5,0.4,10.0,0.37
C1_8_4.txt,12.0,0.54,0.33,6.0,0.34
C1_2_9.txt,70.0,0.34,0.36,19.0,0.4
C1_2_6.txt,70.0,0.41,0.37,15.0,0.43
C1_6_2.txt,14.0,0.54,0.37,15.0,0.43
C1_6_7.txt,10.0,0.54,0.27,10.0,0.23
C2_10_7.txt,12.0,0.66,0.19,5.0,0.29
C2_10_5.txt,12.0,0.6,0.27,6.0,0.24
C2_2_9.txt,17.0,0.27,0.23,39.0,0.37
C2_10_1.txt,21.0,0.57,0.33,10.0,0.29
C2_6_1.txt,21.0,0.5,0.29,19.0,0.46
C2_8_2.txt,11.0,0.53,0.26,13.0,0.4
C2_8_5.txt,12.0,0.56,0.26,13.0,0.4
C2_6_10.txt,17.0,0.49,0.34,16.0,0.4
C2_6_3.txt,17.0,0.54,0.34,16.0,0.4
C2_6_6.txt,21.0,0.5,0.29,19.0,0.46
R1_4_8.txt,15.0,0.36,0.21,15.0,0.63
R1_6_10.txt,10.0,0.63,0.6,5.0,0.54
R1_10_2.txt,10.0,0.46,0.66,5.0,0.26
R1_8_6.txt,10.0,0.57,0.51,5.0,0.29
R1_6_1.txt,10.0,0.4,0.37,5.0,0.46
R1_4_7.txt,11.0,0.6,0.31,9.0,0.63
R1_4_5.txt,17.0,0.51,0.23,9.0,0.54
R1_10_4.txt,10.0,0.66,0.63,5.0,0.43
R1_8_5.txt,10.0,0.6,0.57,5.0,0.43
R1_2_1.txt,17.0,0.31,0.27,29.0,0.51
R2_2_6.txt,12.0,0.39,0.17,22.0,0.51
R2_6_4.txt,10.0,0.51,0.54,5.0,0.46
R2_4_5.txt,17.0,0.44,0.21,16.0,0.51
R2_10_10.txt,10.0,0.6,0.4,5.0,0.26
R2_2_3.txt,15.0,0.23,0.23,35.0,0.37
R2_6_10.txt,10.0,0.37,0.34,5.0,0.26
R2_8_10.txt,10.0,0.29,0.63,5.0,0.37
R2_8_1.txt,10.0,0.31,0.69,5.0,0.4
R2_4_1.txt,10.0,0.5,0.29,15.0,0.49
R2_10_7.txt,10.0,0.71,0.54,5.0,0.37
RC1_4_2.txt,10.0,0.53,0.29,15.0,0.51
RC1_2_7.txt,15.0,0.31,0.17,25.0,0.4
RC1_4_7.txt,10.0,0.54,0.26,19.0,0.49
RC1_4_5.txt,11.0,0.51,0.31,9.0,0.69
RC1_6_6.txt,10.0,0.43,0.49,5.0,0.49
RC1_2_9.txt,12.0,0.19,0.16,16.0,0.43
RC1_6_8.txt,10.0,0.57,0.54,5.0,0.46
RC1_10_4.txt,10.0,0.71,0.54,5.0,0.43
RC1_10_9.txt,20.0,0.47,0.57,10.0,0.4
RC1_4_3.txt,10.0,0.49,0.26,19.0,0.54
RC2_4_2.txt,17.0,0.47,0.21,13.0,0.63
RC2_4_4.txt,12.0,0.36,0.23,29.0,0.43
RC2_4_5.txt,10.0,0.5,0.29,15.0,0.51
RC2_6_4.txt,14.0,0.49,0.37,15.0,0.43
RC2_6_9.txt,22.0,0.57,0.4,10.0,0.49
RC2_6_6.txt,12.0,0.43,0.37,13.0,0.43
RC2_8_10.txt,10.0,0.57,0.49,5.0,0.43
RC2_2_2.txt,18.0,0.33,0.23,36.0,0.37
RC2_8_8.txt,18.0,0.51,0.31,12.0,0.37
RC2_10_1.txt,10.0,0.44,0.4,5.0,0.43
