instance,gs,nc,ne,ps,xi
C1_4_4.txt,5,0.49,0.42,5,0.46
C1_10_6.txt,8,0.53,0.52,3,0.19
C1_4_1.txt,24,0.52,0.29,10,0.33
C1_2_3.txt,22,0.43,0.29,13,0.51
C1_6_5.txt,12,0.62,0.41,3,0.17
C1_8_4.txt,7,0.25,0.55,3,0.52
C1_2_9.txt,44,0.6,0.16,12,0.47
C1_2_6.txt,52,0.69,0.11,11,0.45
C1_6_2.txt,12,0.63,0.43,2,0.16
C1_6_7.txt,12,0.59,0.42,4,0.19
C2_10_7.txt,10,0.38,0.37,3,0.78
C2_10_5.txt,11,0.44,0.3,3,0.81
C2_2_9.txt,16,0.31,0.34,19,0.45
C2_10_1.txt,9,0.52,0.29,3,0.81
C2_6_1.txt,11,0.71,0.3,3,0.55
C2_8_2.txt,8,0.45,0.66,3,0.71
C2_8_5.txt,11,0.45,0.39,3,0.8
C2_6_10.txt,7,0.69,0.33,4,0.67
C2_6_3.txt,6,0.68,0.35,3,0.68
C2_6_6.txt,10,0.7,0.31,3,0.58
R1_4_8.txt,7,0.53,0.64,4,0.61
R1_6_10.txt,8,0.26,0.56,3,0.47
R1_10_2.txt,7,0.26,0.58,3,0.48
R1_8_6.txt,7,0.27,0.57,3,0.48
R1_6_1.txt,9,0.56,0.51,3,0.21
R1_4_7.txt,7,0.51,0.64,4,0.6
R1_4_5.txt,9,0.57,0.46,4,0.24
R1_10_4.txt,5,0.26,0.57,3,0.52
R1_8_5.txt,10,0.22,0.57,4,0.46
R1_2_1.txt,51,0.68,0.13,11,0.47
R2_2_6.txt,16,0.34,0.36,18,0.46
R2_6_4.txt,8,0.53,0.64,3,0.58
R2_4_5.txt,11,0.63,0.24,5,0.64
R2_10_10.txt,5,0.68,0.28,3,0.8
R2_2_3.txt,16,0.31,0.33,19,0.45
R2_6_10.txt,5,0.7,0.35,3,0.76
R2_8_10.txt,5,0.67,0.33,3,0.8
R2_8_1.txt,6,0.64,0.32,3,0.81
R2_4_1.txt,9,0.7,0.27,3,0.6
R2_10_7.txt,7,0.4,0.62,2,0.72
RC1_4_2.txt,9,0.42,0.6,3,0.53
RC1_2_7.txt,6,0.46,0.44,7,0.41
RC1_4_7.txt,8,0.42,0.59,3,0.54
RC1_4_5.txt,9,0.27,0.56,3,0.5
RC1_6_6.txt,8,0.26,0.55,3,0.52
RC1_2_9.txt,4,0.37,0.39,10,0.55
RC1_6_8.txt,6,0.25,0.55,3,0.53
RC1_10_4.txt,5,0.26,0.56,3,0.53
RC1_10_9.txt,8,0.24,0.57,3,0.48
RC1_4_3.txt,7,0.52,0.65,4,0.6
RC2_4_2.txt,11,0.54,0.5,3,0.33
RC2_4_4.txt,11,0.47,0.59,3,0.46
RC2_4_5.txt,10,0.58,0.45,2,0.31
RC2_6_4.txt,8,0.54,0.64,3,0.59
RC2_6_9.txt,9,0.68,0.52,2,0.39
RC2_6_6.txt,11,0.69,0.46,2,0.49
RC2_8_10.txt,9,0.44,0.64,3,0.74
RC2_2_2.txt,13,0.34,0.33,17,0.49
RC2_8_8.txt,9,0.46,0.63,3,0.73
RC2_10_1.txt,10,0.42,0.45,3,0.78
