instance,gs,nc,ne,ps,xi
C1_4_4.txt,28.0,0.3,0.22,19.0,0.42
C1_10_6.txt,26.0,0.48,0.56,13.0,0.32
C1_4_1.txt,58.0,0.26,0.3,13.0,0.28
C1_2_3.txt,40.0,0.22,0.2,37.0,0.56
C1_6_5.txt,38.0,0.46,0.4,13.0,0.4
C1_8_4.txt,12.0,0.48,0.3,5.0,0.32
C1_2_9.txt,70.0,0.28,0.3,25.0,0.4
C1_2_6.txt,70.0,0.38,0.4,9.0,0.36
C1_6_2.txt,12.0,0.6,0.36,15.0,0.36
C1_6_7.txt,10.0,0.56,0.32,13.0,0.24
C2_10_7.txt,12.0,0.64,0.18,5.0,0.32
C2_10_5.txt,12.0,0.68,0.18,5.0,0.28
C2_2_9.txt,18.0,0.22,0.14,39.0,0.4
C2_10_1.txt,26.0,0.56,0.4,13.0,0.28
C2_6_1.txt,24.0,0.5,0.24,21.0,0.48
C2_8_2.txt,12.0,0.56,0.28,15.0,0.32
C2_8_5.txt,10.0,0.58,0.28,13.0,0.48
C2_6_10.txt,16.0,0.52,0.32,17.0,0.32
C2_6_3.txt,16.0,0.52,0.32,17.0,0.32
C2_6_6.txt,24.0,0.5,0.24,21.0,0.48
R1_4_8.txt,18.0,0.4,0.22,15.0,0.6
R1_6_10.txt,10.0,0.6,0.6,5.0,0.68
R1_10_2.txt,10.0,0.4,0.64,5.0,0.2
R1_8_6.txt,10.0,0.68,0.48,5.0,0.28
R1_6_1.txt,10.0,0.4,0.36,5.0,0.44
R1_4_7.txt,10.0,0.6,0.36,9.0,0.64
R1_4_5.txt,16.0,0.48,0.2,7.0,0.52
R1_10_4.txt,10.0,0.72,0.64,5.0,0.48
R1_8_5.txt,10.0,0.64,0.56,5.0,0.44
R1_2_1.txt,16.0,0.32,0.28,31.0,0.48
R2_2_6.txt,12.0,0.38,0.16,19.0,0.56
R2_6_4.txt,10.0,0.44,0.48,5.0,0.44
R2_4_5.txt,20.0,0.34,0.18,17.0,0.56
R2_10_10.txt,10.0,0.64,0.4,5.0,0.2
R2_2_3.txt,16.0,0.2,0.14,35.0,0.4
R2_6_10.txt,10.0,0.44,0.32,5.0,0.28
R2_8_10.txt,10.0,0.24,0.6,5.0,0.36
R2_8_1.txt,10.0,0.32,0.64,5.0,0.36
R2_4_1.txt,10.0,0.52,0.24,15.0,0.48
R2_10_7.txt,10.0,0.68,0.6,5.0,0.36
RC1_4_2.txt,10.0,0.56,0.24,15.0,0.44
RC1_2_7.txt,18.0,0.36,0.18,25.0,0.32
RC1_4_7.txt,10.0,0.52,0.28,21.0,0.52
RC1_4_5.txt,12.0,0.48,0.32,7.0,0.72
RC1_6_6.txt,10.0,0.36,0.4,5.0,0.56
RC1_2_9.txt,14.0,0.2,0.18,17.0,0.48
RC1_6_8.txt,10.0,0.6,0.56,5.0,0.36
RC1_10_4.txt,10.0,0.68,0.52,5.0,0.44
RC1_10_9.txt,24.0,0.42,0.56,13.0,0.32
RC1_4_3.txt,10.0,0.44,0.24,21.0,0.6
RC2_4_2.txt,18.0,0.34,0.18,15.0,0.56
RC2_4_4.txt,12.0,0.4,0.24,27.0,0.52
RC2_4_5.txt,10.0,0.52,0.28,15.0,0.52
RC2_6_4.txt,12.0,0.52,0.36,15.0,0.36
RC2_6_9.txt,24.0,0.48,0.44,13.0,0.56
RC2_6_6.txt,12.0,0.44,0.36,15.0,0.36
RC2_8_10.txt,10.0,0.56,0.52,5.0,0.52
RC2_2_2.txt,18.0,0.34,0.14,35.0,0.44
RC2_8_8.txt,20.0,0.48,0.32,11.0,0.32
RC2_10_1.txt,10.0,0.42,0.36,5.0,0.32
